"Finished","ID","NumParamML_1_1","NumParamML_2_1","NumParamML_3_1","StateBio100k_1_1","StateBio100k_2_1","StateBio100k_3_1","PHEIC10k_1_1","PHEIC10k_2_1","PHEIC10k_3_1","mRNA_1_1","mRNA_2_1","DiseaseSurveil_1_1","DiseaseSurveil_2_1","MaxCompute_1_1","MaxCompute_2_1","MaxCompute_3_1","HumanExtReasons","HumanExtReasons_8_TEXT"
"True","PU7t4ACvZYH",9e+06,1.5e+07,3e+07,3,15,30,0,2,7,1e+05,10000,40,60,7,14,30,"Nuclear Weapons",""
"True","PCP7NaBnElC",2,4,8,0,0,2,2,100,2000,0,4,4,35,15,18,22,"Natural Pathogens (e.g. natural pandemics)",""
"True","PWcvIgTIYRW",9e+06,2e+07,5e+07,2,4,8,2,6,12,5.5e+09,6e+09,10,30,10,20,50,"Artificial Intelligence",""
"True","Po5CxPV0lMx",8e+06,9e+06,1.2e+07,0,0,0,0,1,3,7e+09,1e+10,0,0,28,21,14,"Other",""
"True","P3yLqxiSTDi",1e+14,1e+18,Inf,0,0,0,0,2,4,0,0,0,50,60,100,1000,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PTVhs3rbTvJ",1e+30,1e+50,1e+80,0,0,1,0,1,3,10000,2e+06,0.001,0.1,50,70,120,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PhUdns6O9Fp",5e+13,1.5e+14,5e+14,0,0,1,0,1,1,1e+09,5e+09,100,100,39,35,25,"Nuclear Weapons",""
"True","PnLaYYNfwRf",1,1,1,0,1,2,1,2,6,3e+09,5e+09,10,25,1,1,1,"Nuclear Weapons",""
"True","PcNKnAmsc7C",4e+14,8e+15,5e+15,1,2,5,1,3,6,4e+09,6e+09,30,80,32,40,100,"Nuclear Weapons",""
"True","PW6MZDSGgUt",15,20,40,0,0,0,0,1,9,1.4e+10,1.6e+10,0,0,30,52,80,"Nuclear Weapons",""
"True","PoCba7e5yKF",7e+06,1.8e+07,4e+07,25,10,2,8,5,2,4.9e+07,5e+05,27895,50857,4e+05,809097,9006765,"Nuclear Weapons",""
"True","PcyS1uH6T3M",1e+10,1e+12,1e+17,0,2,5,1,3,12,5000,20000,1,10,1e+24,1e+30,1e+80,"Other","Natural disasters"
"True","P1B7umIbdbx",2e+14,9e+14,2e+17,0,1,7,1,3,18,5,25,40,90,6,50,300,"Artificial Intelligence",""
"True","PhYQIb4XzOA",141,150,270,0,2,4,0,1,3,1e+05,5e+07,70,20,40,42,60,"Extra-terrestrials (aliens)",""
"True","P6SF1wvasYK",1e+09,1e+10,1e+12,0,0,0,0,1,7,0,0,0,3,1.2e+10,1.6e+10,3e+10,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PeBnKQQqazS",5,50,500,0,0,0,0,1,1,20000,8e+06,65,75,30,45.5,65,"Extra-terrestrials (aliens)",""
"True","Pzvnj39pW56",4e+09,9e+09,1e+11,0,2,15,6,9,22,4e+09,5e+09,0,10,20,32,90,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","P4wC0IJi2II",3.2e+13,2e+14,5e+15,0,0,1,0,2,5,0,20000,67,95,30,200,500,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","Pj46o0WZGML",1.5e+13,8e+13,3e+14,0,1,3,1,3,7,50000,4e+09,25,100,80,200,800,"Artificial Intelligence",""
"True","P5KxuczwJ2W",1e+14,1e+22,1e+32,0,0,0,0,3,9,0,1e+06,30,50,525,650,1000,"Natural Pathogens (e.g. natural pandemics)",""
"True","PrW9ghLEuh5",2e+14,3e+14,3.5e+14,1,2,3,0,1,6,13000,95000,3,12,40000,5e+06,5e+07,"Other","human-induced climate change"
"True","PNOQohWXQpx",3e+14,1e+20,1e+50,0,0,0,0,2,25,0,80,0.1,0.3,44,56,116,"Other","Climate change, natural changes in the solar system (Malkovich cycles, another body becoming unstable in the solar system such as mercury, the moon, or 'planet 9')"
"True","PonW3lOpcCy",15,17,30,0,1,1,0,0,2,2e+08,1e+09,0,1,20000,50000,1500000,"Natural Pathogens (e.g. natural pandemics)",""
"True","P6vIkmYbNfo",2e+12,2e+13,5e+13,0,1,1,0,3,5,1e+06,5e+07,10,50,42000,1e+05,5e+05,"Artificial Intelligence",""
"True","PcwIEA0Nm2k",0,0,0,0,0,0,0,2,10,0,2.5e+07,0,0,0,0,0,"Other non-anthropogenic causes",""
"True","PYPfxFnbSrv",2e+06,8e+06,1e+12,0,1,2,0,2,4,5e+06,1e+08,10,70,24,30,50,"Other","Climate change "
"True","PI1ighZQeKQ",1e+06,8e+06,1.4e+07,1,8,13,1,5,8,5e+06,3e+08,30,70,400,2500,10000,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PgVAWQihvSf",6e+09,1.56e+11,1.6e+13,0,0,1,0,2,5,0,1e+05,0.5,12,1000,1e+06,1e+08,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PmE2U3HDzSV",5e+06,8.43e+08,1e+08,1,5,10,0,1,4,2e+10,4e+10,50,100,2e+07,1e+09,1e+10,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PjOMncdM9Cy",4e+06,8500000,5e+07,0,1,3,0,1,3,6e+09,7.8e+09,30,90,2.5,4.2e+07,5e+13,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","P5bFL6MscPG",2e+13,1e+14,1e+15,0,0,1,0,2,7,10000,1e+08,10,50,1e+05,1e+07,1e+09,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PO7X31WX2UA",1e+15,1e+22,1e+100,0,0,1,0,1,2,360,3600,55,75,39.78,200,900,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","P7Xw8fDrVzZ",250,200,150,0,0,0,1,1,2,35,40,1,2,300,200,100,"Natural Pathogens (e.g. natural pandemics)",""
"True","PAtl7AT6BHb",100,50,25,1,10,20,1,10,20,50,500,50,25,200,50,25,"Other","Wars and conflicts"
"True","PM7YCHjaQ6z",5e+12,8e+12,2e+13,0,0,0,0,1,2,9e+08,1e+09,70,90,39000,45000,120000,"Natural Pathogens (e.g. natural pandemics)",""
"True","PgMRRE5btZ4",1.6e+13,2e+13,5e+13,0,1,15,0,5,11,100,7.5e+07,10,25,40,4e+25,4e+101,"Nuclear Weapons",""
"True","PLXpD9Cbh9n",2e+14,2.5e+14,6e+14,500,1000,50000,8,10,50,1.3e+10,2e+10,65,80,31715,29800,270000,"Nuclear Weapons",""
"True","PzO59nrjL0b",2.5e+14,8e+14,2e+16,0,0,0,1,3,5,250,1e+06,0.05,0.75,8000,10000,1e+05,"Other","climate change"
"True","P6xm9gAv351",1e+12,1.5e+12,5e+12,0,1,2,0,2,6,1.4e+10,2e+10,0,5,60000,1e+07,4e+07,"Nuclear Weapons",""
"True","Pac3iLqteOA",1e+14,1e+18,1e+22,0,2,10,3,5,15,5e+05,5e+06,70,98,81387,350000,3e+06,"Nuclear Weapons",""
"True","PVosmGZv9pj",1.75e+11,1.12e+12,2.24e+12,0,1,2,0,2,20,1e+06,2e+09,15,60,1e+06,7e+06,7e+07,"Other","Overpopulation"
"True","PzdvCnLVur5",5e+13,2e+14,5e+14,0,1,2,2,5,10,0,100,20,60,40000,1e+05,250000,"Other",""
"True","PZ6cUL9OoB2",2e+13,2e+14,2e+15,0,2,5,2,4,9,2e+07,1e+09,15,80,9e+05,4500000,7e+08,"Nuclear Weapons",""
"True","PPLUtBt5R4w",1.5e+16,1.5e+19,1.5e+21,0,0,1,0,0,1,0,0,0,10,40,60,200,"Other non-anthropogenic causes",""
"True","PezBnBVZmzw",1e+06,4e+06,1.5e+07,0,0,1,0,2,5,0,5e+05,80,95,1e+06,1e+12,1e+40,"Nuclear Weapons",""
"True","PvUcVV3dJ5Z",2e+06,2.5e+07,4e+06,0,1,2,0,1,4,0,1e+06,50,80,50000,6e+06,1e+08,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PZM580b9bs7",20,25,30,1,5,10,2,3,6,10000,8e+06,0.3,1,8e+24,9e+05,1.1e+21,"Nuclear Weapons",""
"True","PlwyHQCC0tO",1e+12,1e+14,2e+14,0,1,2,0,2,8,250000,7.5e+08,90,97,NA,NA,NA,"Nuclear Weapons",""
"True","PnZxB8WH0SC",7e+13,1.5e+14,3e+14,0,0,1,0,1,3,100,10000,10,40,40,50,100,"Nuclear Weapons",""
"True","PoMwyaBZi1n",10,50,100,1,5,10,1,3,10,60,20,20,60,5,50,250,"Artificial Intelligence",""
"True","PYeb0elczXn",4e+13,1.5e+17,1e+20,0,0,0,0,2,5,50000,5e+07,25,75,5e+10,1e+16,1e+19,"Nuclear Weapons",""
"True","P3JtuLZxHUt",2e+14,1e+15,1e+16,0,0,1,0,4,11,500,50000,0.5,10,8e+30,1.2e+21,2.4e+11,"Other","Environmental change"
"True","P4V78EQ8CUm",6e+11,1e+14,5e+14,2,5,10,0,2,10,1e+07,1e+08,2,10,41713,81713,121713,"Artificial Intelligence",""
"True","Psp3J8DeFqz",5e+12,1e+14,1.5e+14,0,0,1,1,3,6,1e+07,1.5e+09,25,60,750000,5.6e+07,1e+08,"Artificial Intelligence",""
"True","PpZm9xZSfXI",10,20,40,0,2,5,2,5,10,70,75,15,100,10,30,100,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PCrsD4NtpMJ",2e+11,2e+12,1e+14,0,0,2,0,3,6,15000,150000,25,75,86000,150000,450000,"Other non-anthropogenic causes",""
"True","PSsTvG5YCAS",1e+06,1e+09,1e+12,0,0,1,0,0,1,1e+05,250000,0,0,50000,5e+06,2.5e+07,"Nuclear Weapons",""
"True","Pc79rcojNV0",0,0,0,2,10,10,1,2,3,6e+09,7e+09,5,30,210,30,1,"Artificial Intelligence",""
"True","P2IFeZZ1U2L",8e+13,5e+16,1e+23,0,0,1,1,2,8,1000,1e+10,2,15,1e+26,1e+28,1e+42,"Natural Pathogens (e.g. natural pandemics)",""
"True","Pl3htoWWyJN",1.5e+11,1.6e+11,1.8e+11,0.1,0.01,1e-05,300,200,100,40,60,50,70,3.4,5.6,7.9,"Artificial Intelligence",""
"True","PIhwuBSzSNx",1e+06,8e+06,8e+07,0,0,1,0,4,8,0,0,80,99,40000,1.5e+10,1.2e+11,"Nuclear Weapons",""
"True","P28ZyiuuoY7",1e+14,1e+19,1e+26,1,2,3,7,8,10,1.4e+10,1.6e+10,1,2,NA,NA,NA,"Other","Climate Change"
"True","PaLTmhWsVUB",1e+13,1e+14,1e+30,0,0,0,0,3,15,250000,4e+09,0.4,0.95,1e+30,1e+40,1e+60,"Other non-anthropogenic causes",""
"True","PWBlD83IXzc",1.6e+13,2e+08,3e+13,0,1,2,1,4,7,0,0,50,80,34.57,42.75,58.67,"Natural Pathogens (e.g. natural pandemics)",""
"True","PTwtfesYrHW",1.16e+14,4.75136e+17,7.9691776e+24,0,0,1,0,1,4,1.4e+10,1.7e+10,10,80,0.625,160000,450000,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PyuwfV7ueyq",NA,NA,NA,0,0,0,0,2,6,1000,1e+07,10,80,40,320,1000,"Natural Pathogens (e.g. natural pandemics)",""
"True","PUrGFh03PMg",1e+08,2.5e+09,2e+12,0,1,3,1,3,10,120,5000,20,100,1e+05,1e+07,1e+10,"Natural Pathogens (e.g. natural pandemics)",""
"True","Pws1XzVQDPF",1e+14,1e+16,1e+25,1,5,10,1,2,5,55,70,40,60,2500,3500,5000,"Artificial Intelligence",""
"True","PoXfHuaqm90",5e+10,1e+11,1e+12,0,0,0,0,1,2,5000,3e+05,0,0,45,55,65,"Nuclear Weapons",""
"True","PsSkpNiXB5x",2e+13,NA,6e+19,0,0,0,1,3,7,3e+05,1e+08,0,0.005,4000,25000,170000,"Nuclear Weapons",""
"True","P9fdI8ImO4g",2.5e+13,5e+13,1.5e+14,1,3,9,1,5,30,6e+09,6.5e+09,50,100,1e+05,5e+07,5e+10,"Nuclear Weapons",""
"True","PtT5tejRt23",1.2e+12,1e+13,1.5e+13,0,1,2,1,3,5,1e+06,5e+05,60,90,1686,2000,2500,"Nuclear Weapons",""
"True","PNMkqJmNyVy",23,43,75,1,7,19,1,3,7,124545666,12456345667786,7e+06,8.3e+07,27,12,5,"Other","Combination of different factors such as artificial intelligence, wars and engineered pathogens"
"True","PyETKBMBZ9t",5e+13,2e+14,5e+14,0,0,1,0,4,8,1e+08,3e+08,30,20,3e+10,1e+11,3e+11,"Natural Pathogens (e.g. natural pandemics)",""
"True","PJ3m9uFK9N5",1e+09,1e+11,1e+14,1e-05,1,4,1,4,16,6e+09,6.75e+09,50,99,90,60,4,"Artificial Intelligence",""
"True","PdXrlvslrqe",5980000,8580000,26110000,0,0,2,0,2,10,0,50000,8,70,38,42,70,"Nuclear Weapons",""
"True","PL0SkuvXK2f",1.5e+14,1e+24,1.5e+50,0,1,3,0,1,6,0,2e+09,20,50,154,120,45,"Nuclear Weapons",""
"True","P7MWGw9GIkm",1e+15,1e+18,1e+20,52,54,56,3e+05,450000,480000,15100.73,8e+10,125,140,0.33,0.3,0.27,"Nuclear Weapons",""
"True","PaSR5AiUZfQ",4,8,12,3,6,12,10,20,40,30,40,30,40,25,35,45,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
